"Gellish";"English";"Version:";"9.0";"25-okt-16";"Base Ontology";"Taxonomic Dictionary of Formal English: Upper ontology section (core)";;;;;;;;;;;;;;;;;;;;;;
0;69;54;71;16;5;43;44;2;101;1;60;3;45;15;201;65;4;66;7;14;50;68;8;67;9;10;12;13
42;910036;"English";191874;"physics";491285;"statement";;160177;"material";1160477;1146;"is a kind of";;730025;"matter";"in an identified quantity. A material may have both functional and physical aspects as well as other aspects";;;;;1049;"facts about concepts";"accepted";;"22-jul-96";"4-feb-98";"AP glossary team";"Andries van Renssen"
778;910036;"English";191874;"physics";491285;"statement";;160177;"material object";1027722;1981;"is a synonym of";;160177;"material";;;;;;1049;"facts about concepts";"accepted";;"10-jan-13";"10-jan-13";"Andries van Renssen";"Andries van Renssen"
754;910036;"English";193259;"ontology";491285;"statement";;193424;"process";1193640;1146;"is a kind of";;193671;"occurrence";"that results in a changed state to material or energy that is used as input.";;;;;1049;"facts about concepts";"accepted";;"21-jan-98";"28-jan-13";"Andries van Renssen";"Fred Vonk"
755;910036;"English";193671;"occurrence";491285;"statement";;193437;"activity";1192760;1146;"is a kind of";;193784;"performance";"of changing a state of affairs. Typically performed by one or more persons.";;;;;1049;"facts about concepts";"accepted";;"20-feb-97";"27-feb-97";"I&C peers";"I&C peers"
752;910036;"English";193259;"ontology";491285;"statement";;193671;"occurrence";1193608;1146;"is a kind of";;790123;"state";"that is dynamic and is an interaction over time between involved things, each with its own role.";"is a state that is dynamic and is an interaction over time between involved things, each with its own role.";;;;1047;"facts about conceptual relations between individual things";"accepted";;"14-feb-97";"2-sep-04";"Andries van Renssen";"Rob Moonen"
753;910036;"English";193671;"occurrence";491285;"statement";;193784;"performance";1194667;1146;"is a kind of";;193671;"occurrence";"of carrying out a pattern of behavior or procedure.";;;;;1049;"facts about concepts";"accepted";;"14-feb-97";"31-jul-12";"Andries van Renssen";"activity peers"
756;910036;"English";193707;"engineering";491285;"statement";;492032;"model";1492975;1146;"is a kind of";;4328;"qualitative subtype";"that is standardized including at least its size (or range of sizes) or capacity as a specialization of a supertype. Typically defined by a manufacturer and indicated by a model name. Typically also including a defined shape.";;;;;970267;"facts about kinds of information";"accepted";;"24-mrt-03";"28-jun-05";"Andries van Renssen";"rotating template team"
6772;910036;"English";193259;"ontology";491285;"statement";;550853;"currency";1550005;1146;"is a kind of";;1733;"scale";"that is intended to quantify an economic value. A currency is typically supported by a currency authority, such as a government or bank";"is a scale that is intended to quantify an economic value. A currency is typically supported by a currency authority, such as a government or bank, to support the economic value of money that is expressed in the currency. For example, the Euro is supported by the European Central Bank.";;;;571023;"facts about scales";"accepted";;20 feb 95;21 mrt 00;"Andries van Renssen";"Andries van Renssen"
117;910036;"English";191874;"physics";491285;"statement";;551004;"property";1001604;1146;"is a kind of";;790183;"characteristic";"that is a physical phenomenon that is an interaction or a summation of interactions between physical objects or it is a count, a mass or a thermodynamic hotness. It is quantifiable if a scale is available. A property can have varying qualifications in time and space. For example";"is a characteristic that is a physical phenomenon that is an interaction or a summation of interactions between physical objects or it is a count, a mass or a thermodynamic hotness. It is quantifiable if a scale is available. A property can have varying qualifications in time and space. For example, the temperature of a body can be quantified at each position in the body and any moment in time that the body exists, or it can be quantified by one or more averaged values.";;;;1049;"facts about concepts";"accepted";;24 jul 98;15 mrt 01;"Roel Murris";"ISO 10303-221:2002"
757;910036;"English";193259;"ontology";491285;"statement";;640016;"input";1640016;1146;"is a kind of";;4546;"involved";"of being processed by a process or activity.";;;;;1049;"facts about concepts";"accepted";;"7-feb-96";"13-mei-04";"Andries van Renssen";"David Leal"
758;910036;"English";193259;"ontology";491285;"statement";;640019;"output";1640019;1146;"is a kind of";;4546;"involved";"of being result of a process or activity.";;;;;1049;"facts about concepts";"accepted";;"7-feb-96";"13-mei-04";"Andries van Renssen";"David Leal"
759;910036;"English";193259;"ontology";491285;"statement";;640028;"concerned";1640028;1146;"is a kind of";;4546;"involved";"as undergoing or experiencing an occurrence. Typically being acted upon.";;;;;1049;"facts about concepts";"accepted";;"7-feb-96";"14-nov-11";"Andries van Renssen";"Andries van Renssen"
781;910036;"English";193259;"ontology";491285;"statement";;640028;"subject";1027755;1981;"is a synonym of";;640028;"concerned";"as undergoing or experiencing an occurrence. Typically being acted upon.";;;;;1049;"facts about concepts";"accepted";;"18-mrt-13";"18-mrt-13";"Andries van Renssen";"Andries van Renssen"
412;910036;"English";192696;"business";491285;"statement";;640082;"owner";1640095;1146;"is a kind of";;4729;"relator";"by being a legal entity that possesses a physical object or a right.";;;;;1049;"facts about concepts";"accepted";;"25-sep-96";"5-dec-02";"Andries van Renssen";"DIPV"
760;910036;"English";191874;"physics";491285;"statement";;640086;"terminal (role)";1640104;1146;"is a kind of";;5755;"relator physical object";"that is an entry or exit location for a route through a physical object. Typically where a route starts, connects to another route or ends.";"is a relator physical object that is an entry or exit location for a route through a physical object. Typically where a route starts, connects to another route or ends.";;;;553310;"facts about kinds of roles";"accepted";;"14-jan-97";"9-aug-06";"Andries van Renssen";"Fred Vonk"
6852;910036;"English";191874;"physics";491285;"statement";;640107;"facilitator";1640120;1146;"is a kind of";;640108;"mechanism";"that indicates a physical object that is making an occurrence possible.";;;;;1049;"facts about concepts";"accepted";;"07-02-96";"15-10-10";"David Leal";"David Leal"
6853;910036;"English";193259;"ontology";491285;"statement";;640108;"mechanism";1640121;1146;"is a kind of";;5036;"actor";"that indicates a physical object that is a performer or a facilitator or supporter of a process or activity.";;;;;1049;"facts about concepts";"accepted";;"7-feb-96";"7-feb-96";"Andries van Renssen";"David Leal"
6856;910036;"English";192696;"business";491285;"statement";;640118;"participant";1640090;1146;"is a kind of";;4546;"involved";"that indicates a physical object that participates in an occurrence. Typically a role of a physical object such as a material, a person or an organization.";"is a involved that indicates a physical object that participates in an occurrence. Typically a role of a physical object such as a material, a person or an organization.";;;;553310;"facts about kinds of roles";"accepted";;"22-09-97";"13-05-04";"Andries van Renssen";"Rob Moonen"
761;910036;"English";192696;"business";491285;"statement";;640128;"time frame of occurrence";1640168;1146;"is a kind of";;4331;"intrinsic time aspect";"being a role of period in time indicating a period within which something happens. The time frame may be wider than the occurrence periode, with the duration of the happening.";"is a intrinsic time aspect being a role of period in time indicating a period within which something happens. The time frame may be wider than the occurrence periode, with the duration of the happening.";;;;553310;"facts about kinds of roles";"accepted";;"22-aug-02";"1-dec-05";"Andries van Renssen";"Shell Design and Engineering Practices"
762;910036;"English";192696;"business";491285;"statement";;640129;"date of occurrence";1007842;1146;"is a kind of";;640128;"time frame of occurrence";"being the role of a time period that indicates the period within which something occurs. Typically a date that is referred by a year, a month in the year and a day in the month.";"is a time frame of occurrence being the role of a time period that indicates the period within which something occurs. Typically a date that is referred by a year, a month in the year and a day in the month.";;;;553310;"facts about kinds of roles";"accepted";;"19-nov-02";"9-dec-03";"Fred Vonk";"Shell Design and Engineering Practices"
763;910036;"English";192696;"business";491285;"statement";;640129;"date of happening";1640172;1981;"is a synonym of";;640129;"date of occurrence";;;;;;553310;"facts about kinds of roles";"accepted";;"22-aug-02";"9-dec-03";"Andries van Renssen";"Shell Design and Engineering Practices"
4;910036;"English";193259;"ontology";491285;"statement";;730000;"anything";1026496;1981;"is a synonym of";;730000;"what can be thought of.";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"27-nov-08";"27-nov-08";"Andries van Renssen";"Andries van Renssen"
43;910036;"English";191874;"physics";491285;"statement";;730019;"solid item";1007836;1146;"is a kind of";;160177;"material";"that is solid and has a defined shape. It can be a single item or a collection of items or an assembly of items.";;;;;1049;"facts about concepts";"accepted";;"15-apr-96";"13-mei-03";"Fred Vonk";"item peers"
764;910036;"English";193259;"ontology";491285;"statement";;730019;"thing";1001090;1981;"is a synonym of";;730019;"solid item";;;;;;1049;"facts about concepts";"accepted";;"21-mrt-01";"25-okt-12";"Andries van Renssen";"Epstle Core Model modelling team"
769;910036;"English";191874;"physics";491285;"statement";;730019;"solid physical object";1027347;1981;"is a synonym of";;730019;"solid item";;;;;;1049;"facts about concepts";"accepted";;"27-jun-12";"27-jun-12";"Andries van Renssen";"Andries van Renssen"
41;910036;"English";191874;"physics";491285;"statement";;730025;"matter";1730043;1146;"is a kind of";;730044;"physical object";"that has mass.";;;;"see AP221 datamodel";1049;"facts about concepts";"accepted";;"22-jul-96";"4-feb-98";"AP glossary team";"Andries van Renssen"
